OrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,Discount,Country
549,2024-12-27,172,18,3,1218.1,239.39,India
550,2022-11-19,118,17,3,1187.13,45.18,India
551,2023-11-11,163,1,3,421.52,77.29,India
552,2024-02-01,15,18,3,1218.1,93.74,India
553,2024-05-02,161,20,1,466.94,32.66,India
554,2023-02-08,72,25,4,1155.59,72.25,India
555,2023-06-23,112,13,2,408.96,69.41,India
556,2024-06-07,85,21,5,848.37,48.64,India
557,2024-10-29,23,7,4,144.39,4.38,India
558,2024-06-23,72,2,2,881.56,59.08,India
559,2024-01-22,114,10,1,455.13,38.56,India
560,2022-11-22,199,17,3,1187.13,173.58,India
561,2023-06-20,30,15,2,1364.09,207.41,India
562,2024-02-23,143,16,1,840.53,8.01,India
563,2022-05-30,170,22,1,281.27,19.25,India
564,2024-11-23,5,24,2,362.1,27.56,India
565,2022-10-14,162,11,1,186.02,20.98,India
566,2023-06-30,100,7,4,144.39,24.45,India
567,2023-12-14,92,19,2,1293.17,124.56,India
568,2023-02-14,3,16,4,840.53,138.99,India
569,2024-08-19,53,21,3,848.37,51.27,India
570,2024-05-11,21,4,4,93.9,0.13,India
571,2022-10-31,27,6,3,682.88,32.27,India
572,2024-07-25,100,6,4,682.88,28.74,India
573,2023-07-11,80,21,1,848.37,135.67,India
574,2022-08-31,82,21,1,848.37,79.84,India
575,2022-09-19,180,19,3,1293.17,84.88,India
576,2022-08-29,195,21,3,848.37,145.54,India
577,2022-11-08,14,18,3,1218.1,88.53,India
578,2024-10-02,194,21,5,848.37,112.82,India
579,2023-07-20,126,14,4,1106.6,112.57,India
580,2022-11-25,140,24,2,362.1,38.78,India
581,2023-08-22,90,10,3,455.13,67.78,India
582,2023-04-08,98,12,3,1060.53,129.31,India
583,2024-01-13,120,3,4,892.57,28.51,India
584,2023-09-09,12,16,4,840.53,57.62,India
585,2024-02-23,179,19,2,1293.17,218.92,India
586,2024-02-03,166,13,3,408.96,79.93,India
587,2023-11-07,200,3,3,892.57,160.48,India
588,2023-10-31,85,22,4,281.27,15.14,India
589,2022-08-04,72,9,5,137.15,23.02,India
590,2022-07-18,42,14,2,1106.6,69.31,India
591,2024-03-15,40,7,1,144.39,16.53,India
592,2022-08-17,41,21,5,848.37,130.62,India
593,2023-05-20,23,12,4,1060.53,78.74,India
594,2023-01-26,101,13,2,408.96,36.93,India
595,2023-07-06,147,22,2,281.27,49.82,India
596,2024-03-16,179,19,3,1293.17,159.53,India
597,2023-03-11,194,21,1,848.37,38.57,India
598,2022-09-10,178,21,4,848.37,13.41,India
599,2022-02-20,151,16,2,840.53,52.22,India
600,2023-08-14,187,4,5,93.9,11.29,India
601,2024-07-19,93,15,1,1364.09,75.59,India
602,2023-07-23,28,17,1,1187.13,154.47,India
603,2023-09-01,129,2,1,881.56,86.78,India
604,2022-01-23,58,24,1,362.1,55.41,India
605,2024-04-22,187,23,5,1250.88,211.53,India
606,2022-11-06,73,16,1,840.53,122.57,India
607,2022-11-07,34,23,2,1250.88,53.35,India
608,2022-09-12,97,14,3,1106.6,136.39,India
609,2022-09-08,141,12,2,1060.53,82.91,India
610,2022-12-28,199,17,3,1187.13,18.56,India
611,2024-03-29,200,1,3,421.52,14.76,India
612,2023-03-14,100,21,2,848.37,67.8,India
613,2022-12-18,92,21,4,848.37,151.53,India
614,2024-10-17,183,7,3,144.39,20.04,India
615,2022-08-12,72,8,5,1373.73,115.31,India
616,2022-12-09,99,2,3,881.56,96.22,India
617,2023-06-05,36,12,2,1060.53,126.92,India
618,2022-04-02,43,14,5,1106.6,145.97,India
619,2022-05-15,54,11,1,186.02,14.37,India
620,2023-12-30,126,22,5,281.27,30.67,India
621,2024-12-05,73,10,2,455.13,46.15,India
622,2022-08-27,187,24,1,362.1,30.41,India
623,2022-08-03,69,23,4,1250.88,192.49,India
624,2023-05-14,177,5,2,287.72,43.88,India
625,2022-07-02,157,21,1,848.37,32.32,India
626,2023-04-18,13,20,4,466.94,35.23,India
627,2023-09-01,38,10,1,455.13,58.47,India
628,2024-05-04,121,17,4,1187.13,29.79,India
629,2024-12-28,109,6,5,682.88,117.43,India
630,2024-01-12,19,16,1,840.53,145.33,India
631,2022-02-08,13,1,2,421.52,77.69,India
632,2024-09-02,24,23,2,1250.88,33.22,India
633,2022-03-04,147,4,1,93.9,12.44,India
634,2023-12-22,126,22,2,281.27,47.94,India
635,2022-07-26,98,17,1,1187.13,187.8,India
636,2023-06-28,61,24,1,362.1,69.84,India
637,2023-02-05,136,12,5,1060.53,160.12,India
638,2023-10-26,152,11,1,186.02,35.8,India
639,2023-06-29,166,2,5,881.56,35.57,India
640,2022-09-03,64,23,4,1250.88,242.72,India
641,2023-11-30,56,22,2,281.27,17.86,India
642,2024-07-14,1,20,4,466.94,24.68,India
643,2022-08-30,191,11,4,186.02,5.1,India
644,2022-09-22,148,24,2,362.1,43.48,India
645,2022-12-06,105,7,2,144.39,11.2,India
646,2023-10-10,20,3,2,892.57,54.59,India
647,2024-02-15,5,1,5,421.52,52.09,India
648,2022-02-13,63,23,1,1250.88,205.98,India
649,2023-09-01,119,3,1,892.57,17.15,India
650,2023-03-25,68,6,2,682.88,30.29,India
651,2024-01-22,179,25,4,1155.59,191.93,India
652,2022-12-31,166,18,4,1218.1,24.36,India
653,2024-10-16,81,20,2,466.94,74.58,India
654,2022-05-09,111,16,2,840.53,94.5,India
655,2023-06-27,159,9,4,137.15,6.46,India
656,2023-09-06,101,15,1,1364.09,37.03,India
657,2024-12-18,147,6,1,682.88,75.01,India
658,2024-06-17,46,21,2,848.37,90.29,India
659,2022-03-25,68,12,4,1060.53,165.33,India
660,2022-12-05,123,1,5,421.52,81.25,India
661,2024-07-10,15,7,2,144.39,23.53,India
662,2024-02-02,106,4,5,93.9,13.39,India
663,2024-03-14,101,3,1,892.57,135.42,India
664,2022-12-07,195,15,1,1364.09,111.76,India
665,2022-07-22,86,19,4,1293.17,197.05,India
666,2022-04-25,2,1,2,421.52,8.76,India
667,2024-11-30,57,19,2,1293.17,19.09,India
668,2023-11-19,4,10,2,455.13,32.09,India
669,2024-06-17,161,20,4,466.94,40.03,India
670,2023-11-13,9,9,5,137.15,2.27,India
671,2023-03-26,157,7,4,144.39,5.2,India
672,2022-10-31,3,23,1,1250.88,102.53,India
673,2022-01-10,29,10,4,455.13,6.17,India
674,2023-03-12,140,13,1,408.96,80.48,India
675,2024-02-03,82,4,3,93.9,13.34,India
676,2022-10-09,104,9,3,137.15,2.82,India
677,2024-03-02,12,22,2,281.27,34.69,India
678,2024-01-17,35,8,5,1373.73,209.02,India
679,2022-09-08,69,22,5,281.27,17.34,India
680,2024-10-03,107,10,1,455.13,80.68,India
681,2022-12-12,117,4,5,93.9,15.51,India
682,2023-06-26,57,24,4,362.1,4.56,India
683,2022-03-24,194,15,4,1364.09,239.06,India
684,2022-02-06,59,6,2,682.88,11.38,India
685,2024-10-05,102,18,5,1218.1,86.86,India
686,2023-07-07,57,6,5,682.88,107.01,India
687,2023-05-29,8,17,5,1187.13,205.04,India
688,2023-10-02,124,3,1,892.57,110.19,India
689,2022-08-18,78,20,3,466.94,28.39,India
690,2024-01-10,199,5,5,287.72,12.28,India
691,2022-05-17,142,22,2,281.27,40.61,India
692,2022-11-14,172,4,2,93.9,12.11,India
693,2022-12-06,94,12,3,1060.53,161.52,India
694,2023-02-19,177,24,4,362.1,42.5,India
695,2023-04-15,25,11,2,186.02,14.74,India
696,2023-01-18,92,10,5,455.13,89.72,India
697,2024-04-28,34,24,2,362.1,27.76,India
698,2024-04-18,90,2,3,881.56,78.4,India
699,2024-12-08,164,17,3,1187.13,133.99,India
700,2024-03-30,98,8,4,1373.73,171.82,India
701,2022-05-15,142,23,5,1250.88,35.22,India
702,2022-06-29,155,22,1,281.27,27.69,India
703,2022-06-18,187,22,3,281.27,44.52,India
704,2024-11-01,190,3,1,892.57,54.2,India
705,2022-10-29,52,13,2,408.96,0.7,India
706,2023-08-29,60,6,1,682.88,81.38,India
707,2024-11-29,185,4,2,93.9,14.09,India
708,2024-10-20,35,17,5,1187.13,237.2,India
709,2023-02-07,32,14,2,1106.6,196.07,India
710,2024-05-30,32,23,5,1250.88,156.25,India
711,2022-01-10,12,21,5,848.37,87.36,India
712,2023-07-23,97,9,5,137.15,4.19,India
713,2022-04-03,71,6,5,682.88,117.21,India
714,2023-08-07,109,15,5,1364.09,179.96,India
715,2023-07-12,69,20,3,466.94,63.14,India
716,2023-06-23,55,16,1,840.53,24.94,India
717,2023-04-18,188,16,3,840.53,23.64,India
718,2023-03-21,139,24,4,362.1,43.55,India
719,2022-01-31,97,13,1,408.96,77.53,India
720,2022-06-18,153,24,2,362.1,23.73,India
721,2024-08-20,80,10,1,455.13,54.29,India
722,2022-02-17,92,16,4,840.53,131.3,India
723,2024-05-28,153,2,4,881.56,77.98,India
724,2024-06-27,34,18,4,1218.1,172.87,India
725,2022-03-31,104,21,2,848.37,101.61,India
726,2023-06-16,106,25,3,1155.59,173.42,India
727,2024-04-13,140,1,1,421.52,13.34,India
728,2023-11-29,45,15,5,1364.09,11.92,India
729,2023-01-14,47,1,4,421.52,9.93,India
730,2022-04-03,100,1,2,421.52,16.04,India
731,2023-03-17,146,7,1,144.39,18.89,India
732,2022-05-31,40,4,1,93.9,16.66,India
733,2023-04-27,41,25,5,1155.59,177.71,India
734,2023-10-09,110,4,2,93.9,1.67,India
735,2024-01-01,38,5,1,287.72,0.91,India
736,2023-07-21,1,18,2,1218.1,239.27,India
737,2023-05-07,185,24,5,362.1,6.95,India
738,2024-05-27,133,7,4,144.39,13.05,India
739,2022-01-24,36,25,3,1155.59,211.04,India
740,2024-12-10,158,15,5,1364.09,249.35,India
741,2023-08-18,172,1,3,421.52,16.36,India
742,2024-08-13,140,25,4,1155.59,120.63,India
743,2024-06-13,8,9,4,137.15,6.7,India
744,2024-03-13,29,2,4,881.56,87.5,India
745,2023-10-25,17,22,3,281.27,8.42,India
746,2023-12-21,11,11,5,186.02,6.21,India
747,2024-08-21,134,14,3,1106.6,214.53,India
748,2024-08-19,132,25,1,1155.59,76.26,India
749,2022-08-28,124,7,4,144.39,27.43,India
750,2024-01-26,195,23,4,1250.88,179.32,India
751,2023-04-16,166,17,1,1187.13,45.18,India
752,2024-01-23,46,8,3,1373.73,40.86,India
753,2022-04-01,114,14,2,1106.6,184.85,India
754,2022-08-25,124,1,2,421.52,17.55,India
755,2023-12-29,10,19,3,1293.17,49.97,India
756,2022-08-10,108,5,5,287.72,49.05,India
757,2022-10-12,131,24,5,362.1,38.13,India
758,2022-09-28,98,9,4,137.15,21.85,India
759,2022-06-21,187,5,4,287.72,46.85,India
760,2024-09-24,100,21,5,848.37,61.45,India
761,2024-09-29,158,22,1,281.27,20.52,India
762,2022-11-01,195,3,3,892.57,127.72,India
763,2023-11-12,82,25,4,1155.59,152.8,India
764,2023-10-13,58,2,2,881.56,68.97,India
765,2023-06-17,13,3,4,892.57,134.92,India
766,2024-03-25,5,13,3,408.96,43.54,India
767,2022-03-24,35,16,1,840.53,55.93,India
768,2024-05-11,39,25,1,1155.59,127.02,India
769,2024-04-12,78,7,1,144.39,27.68,India
770,2023-07-17,112,13,5,408.96,67.71,India
771,2022-06-30,16,6,3,682.88,113.16,India
772,2023-01-24,38,24,5,362.1,69.09,India
773,2024-09-13,81,8,1,1373.73,53.59,India
774,2024-04-11,29,16,1,840.53,161.47,India
775,2024-03-16,176,14,2,1106.6,24.33,India
776,2023-09-28,30,25,1,1155.59,38.3,India
777,2024-03-20,147,22,2,281.27,25.74,India
778,2023-04-29,69,24,1,362.1,43.73,India
779,2023-04-18,112,15,4,1364.09,122.55,India
780,2023-06-11,115,7,2,144.39,27.74,India
781,2023-05-29,189,5,1,287.72,44.6,India
782,2023-07-27,198,8,2,1373.73,161.32,India
783,2024-03-13,179,8,5,1373.73,245.43,India
784,2024-10-31,139,18,1,1218.1,94.46,India
785,2022-12-07,47,1,2,421.52,75.15,India
786,2024-01-29,28,11,4,186.02,25.95,India
787,2023-01-30,134,15,2,1364.09,45.35,India
788,2024-09-26,91,4,5,93.9,0.54,India
789,2022-11-30,157,18,4,1218.1,41.34,India
790,2022-10-17,40,14,5,1106.6,53.44,India
791,2023-10-06,1,7,4,144.39,18.94,India
792,2023-08-31,183,25,4,1155.59,228.11,India
793,2022-09-22,81,24,3,362.1,42.88,India
794,2022-04-13,193,7,3,144.39,25.5,India
795,2022-07-03,173,11,3,186.02,5.69,India
796,2023-03-01,80,23,3,1250.88,95.64,India
797,2023-09-25,6,1,3,421.52,69.57,India
798,2023-01-30,8,25,3,1155.59,146.11,India
799,2022-08-30,172,2,2,881.56,85.41,India
800,2024-12-18,97,18,3,1218.1,21.0,India
801,2022-05-28,146,7,1,144.39,10.48,India
802,2024-01-02,88,11,2,186.02,28.53,India
803,2024-01-31,191,14,4,1106.6,47.66,India
804,2022-03-09,98,15,2,1364.09,247.91,India
805,2024-05-02,197,13,5,408.96,51.66,India
806,2023-06-29,107,5,4,287.72,21.96,India
807,2024-03-28,24,17,3,1187.13,148.2,India
808,2023-09-16,158,23,3,1250.88,150.71,India
809,2024-09-04,110,11,3,186.02,21.85,India
810,2024-02-05,169,11,2,186.02,15.13,India
811,2022-08-01,88,8,4,1373.73,236.44,India
812,2022-12-03,72,2,4,881.56,121.1,India
813,2022-06-27,138,7,1,144.39,16.61,India
814,2022-11-27,77,7,1,144.39,24.52,India
815,2022-02-15,3,17,2,1187.13,171.43,India
816,2022-02-07,98,17,4,1187.13,19.25,India
817,2023-09-02,31,8,3,1373.73,270.95,India
818,2022-01-24,150,4,2,93.9,7.68,India
819,2023-07-29,64,25,2,1155.59,24.2,India
820,2022-07-10,182,17,2,1187.13,86.25,India
821,2022-08-01,171,16,5,840.53,153.09,India
822,2022-12-13,8,9,4,137.15,14.24,India
823,2024-12-13,133,21,4,848.37,3.53,India
824,2023-03-02,19,2,3,881.56,40.17,India
825,2024-05-09,4,3,5,892.57,75.04,India
826,2023-09-19,176,4,2,93.9,11.44,India
827,2023-05-17,145,17,4,1187.13,216.14,India
828,2022-11-21,42,1,2,421.52,83.89,India
829,2023-12-11,85,19,4,1293.17,50.21,India
830,2024-03-22,159,20,2,466.94,28.64,India
831,2024-06-19,65,5,1,287.72,44.73,India
832,2023-02-05,153,20,1,466.94,44.85,India
833,2023-10-07,121,2,5,881.56,112.38,India
834,2024-06-28,104,12,4,1060.53,162.77,India
835,2023-02-28,109,14,4,1106.6,42.97,India
836,2022-07-20,14,20,1,466.94,18.51,India
837,2022-05-16,104,4,1,93.9,16.12,India
838,2024-04-15,93,14,1,1106.6,215.08,India
839,2022-03-11,153,14,1,1106.6,184.04,India
840,2024-06-08,54,3,3,892.57,85.12,India
841,2024-07-18,7,6,3,682.88,90.1,India
842,2024-01-14,86,1,2,421.52,29.02,India
843,2024-10-27,173,1,4,421.52,7.85,India
844,2023-04-28,76,3,5,892.57,39.12,India
845,2023-12-22,44,11,2,186.02,4.41,India
846,2024-02-09,159,4,2,93.9,8.75,India
847,2024-05-27,98,4,3,93.9,5.43,India
848,2022-02-11,190,17,2,1187.13,172.06,India
849,2024-11-25,25,7,2,144.39,1.79,India
850,2023-07-13,177,14,5,1106.6,104.68,India
851,2024-05-20,23,21,5,848.37,128.86,India
852,2024-08-06,71,2,1,881.56,130.24,India
853,2024-03-31,102,14,1,1106.6,207.14,India
854,2024-01-31,191,1,3,421.52,35.15,India
855,2023-11-18,146,9,4,137.15,8.29,India
856,2022-05-27,144,1,1,421.52,16.91,India
857,2022-09-18,111,11,4,186.02,2.16,India
858,2022-05-27,139,14,2,1106.6,48.05,India
859,2023-05-23,54,20,5,466.94,62.66,India
860,2022-10-28,4,2,1,881.56,87.95,India
861,2023-11-17,92,17,3,1187.13,184.29,India
862,2022-06-16,49,19,2,1293.17,207.48,India
863,2023-07-04,65,23,4,1250.88,40.09,India
864,2024-05-27,148,23,2,1250.88,121.59,India
865,2024-08-08,127,15,2,1364.09,116.83,India
866,2023-06-03,46,4,1,93.9,8.09,India
867,2022-04-18,179,15,2,1364.09,158.2,India
868,2022-06-13,128,18,1,1218.1,84.18,India
869,2022-01-06,18,24,1,362.1,65.36,India
870,2024-05-11,64,2,3,881.56,118.51,India
871,2024-03-23,197,16,2,840.53,143.53,India
872,2022-10-02,47,24,1,362.1,49.48,India
873,2022-06-23,83,13,4,408.96,13.59,India
874,2023-05-05,155,19,1,1293.17,147.18,India
875,2022-02-28,94,14,4,1106.6,26.31,India
876,2024-04-12,77,16,5,840.53,114.38,India
877,2023-10-29,174,10,5,455.13,26.73,India
878,2023-03-22,25,1,3,421.52,1.43,India
879,2024-03-03,189,15,4,1364.09,62.15,India
880,2024-12-03,80,25,3,1155.59,69.36,India
881,2023-06-25,101,8,1,1373.73,148.26,India
882,2023-11-24,143,25,3,1155.59,19.17,India
883,2024-09-11,8,5,5,287.72,36.9,India
884,2022-02-19,93,7,2,144.39,24.22,India
885,2023-04-24,181,13,2,408.96,3.78,India
886,2022-11-14,16,10,3,455.13,36.85,India
887,2023-06-22,16,5,1,287.72,52.19,India
888,2024-12-26,76,2,3,881.56,98.09,India
889,2022-08-22,120,19,5,1293.17,52.39,India
890,2023-09-12,125,5,2,287.72,21.89,India
891,2024-03-13,70,11,4,186.02,21.71,India
892,2023-11-02,139,21,5,848.37,39.35,India
893,2024-01-30,39,7,1,144.39,20.16,India
894,2024-08-26,77,24,1,362.1,41.92,India
895,2023-06-01,113,2,4,881.56,36.47,India
896,2022-09-05,84,15,4,1364.09,117.31,India
897,2023-06-25,106,2,1,881.56,5.95,India
898,2023-12-29,57,20,1,466.94,64.96,India
899,2024-01-04,77,7,5,144.39,11.16,India
900,2024-07-11,182,17,5,1187.13,172.47,India
901,2024-08-26,104,9,2,137.15,11.65,India
902,2022-09-10,24,14,3,1106.6,61.44,India
903,2024-12-18,149,13,3,408.96,68.55,India
904,2023-08-26,47,9,4,137.15,2.7,India
905,2022-02-15,56,25,3,1155.59,94.73,India
906,2023-01-31,170,19,1,1293.17,52.69,India
907,2022-07-04,156,22,2,281.27,51.78,India
908,2023-11-13,75,15,5,1364.09,113.85,India
909,2024-08-05,45,8,1,1373.73,230.46,India
910,2024-01-03,9,22,3,281.27,35.73,India
911,2022-12-08,70,18,2,1218.1,79.53,India
912,2022-04-29,37,23,4,1250.88,165.96,India
913,2022-08-20,142,11,5,186.02,17.53,India
914,2022-08-16,98,6,3,682.88,104.71,India
915,2024-07-20,200,6,1,682.88,75.97,India
916,2024-09-14,195,20,1,466.94,18.58,India
917,2024-09-15,76,5,3,287.72,46.96,India
918,2023-04-27,30,18,2,1218.1,42.27,India
919,2024-07-23,122,7,3,144.39,19.53,India
920,2024-09-25,54,15,4,1364.09,61.07,India
921,2023-07-06,2,20,2,466.94,23.78,India
922,2023-05-09,158,19,3,1293.17,212.62,India
923,2024-09-17,6,15,3,1364.09,38.24,India
924,2024-06-13,7,13,5,408.96,31.42,India
925,2023-05-02,184,25,3,1155.59,204.44,India
926,2024-09-17,25,12,2,1060.53,7.27,India
927,2024-04-26,120,19,2,1293.17,6.83,India
928,2022-07-11,90,10,1,455.13,83.13,India
929,2022-02-16,27,1,2,421.52,15.68,India
930,2022-03-25,24,24,5,362.1,56.91,India
931,2024-07-20,119,10,3,455.13,88.65,India
932,2024-06-30,34,8,4,1373.73,261.8,India
933,2024-08-07,60,16,5,840.53,19.46,India
934,2023-06-16,167,7,5,144.39,7.4,India
935,2022-02-03,160,3,1,892.57,105.15,India
936,2022-11-16,198,14,4,1106.6,112.74,India
937,2022-05-21,106,12,2,1060.53,123.42,India
938,2024-08-22,77,21,4,848.37,3.39,India
939,2023-10-08,143,10,2,455.13,58.52,India
940,2022-06-05,184,2,1,881.56,38.27,India
941,2024-01-08,16,14,2,1106.6,149.55,India
942,2023-07-17,102,5,3,287.72,14.9,India
943,2024-04-03,82,6,5,682.88,78.89,India
944,2022-01-15,68,15,3,1364.09,62.31,India
945,2023-12-22,184,24,5,362.1,30.3,India
946,2023-11-18,20,6,1,682.88,8.76,India
947,2024-07-15,64,13,4,408.96,77.16,India
948,2022-10-08,33,1,1,421.52,78.18,India
949,2022-10-11,69,10,5,455.13,84.65,India
950,2024-03-14,153,21,4,848.37,80.43,India
951,2024-01-08,1,14,1,1106.6,169.96,India
952,2023-07-15,118,1,3,421.52,8.66,India
953,2022-09-25,30,17,5,1187.13,216.22,India
954,2022-08-02,75,4,4,93.9,6.08,India
955,2024-04-14,134,5,1,287.72,17.32,India
956,2024-08-22,190,16,1,840.53,144.05,India
957,2024-12-03,138,5,3,287.72,9.64,India
958,2024-11-20,183,16,3,840.53,144.29,India
959,2023-01-09,164,9,2,137.15,16.29,India
960,2022-05-07,153,2,2,881.56,33.84,India
961,2022-12-16,169,8,1,1373.73,254.46,India
962,2024-05-05,143,22,2,281.27,46.39,India
963,2024-11-06,116,19,1,1293.17,233.35,India
964,2023-04-10,111,4,3,93.9,8.26,India
965,2022-03-31,195,20,2,466.94,4.62,India
966,2022-08-06,83,1,3,421.52,62.93,India
967,2022-12-28,135,15,4,1364.09,215.71,India
968,2024-06-05,46,4,5,93.9,6.24,India
969,2024-09-22,94,23,3,1250.88,147.22,India
970,2022-10-18,8,22,5,281.27,54.49,India
971,2024-11-23,146,2,5,881.56,95.86,India
972,2023-09-15,69,6,4,682.88,87.8,India
973,2022-03-04,147,14,4,1106.6,212.43,India
974,2024-01-31,109,13,2,408.96,51.99,India
975,2024-03-22,82,25,3,1155.59,85.42,India
976,2023-06-29,127,3,4,892.57,26.74,India
977,2023-09-24,186,1,5,421.52,10.69,India
978,2022-06-26,53,7,3,144.39,18.53,India
979,2024-03-16,43,21,5,848.37,151.68,India
980,2023-11-22,185,22,4,281.27,48.66,India
981,2022-02-23,33,23,3,1250.88,180.42,India
982,2024-04-17,18,11,3,186.02,31.12,India
983,2022-11-18,75,16,4,840.53,75.46,India
984,2023-05-16,193,4,4,93.9,6.7,India
985,2024-05-13,19,23,2,1250.88,245.84,India
986,2024-03-23,15,24,4,362.1,46.49,India
987,2022-09-25,157,5,1,287.72,36.63,India
988,2024-09-25,21,18,2,1218.1,57.94,India
989,2023-03-06,106,20,5,466.94,80.91,India
990,2022-02-08,40,7,4,144.39,13.14,India
991,2024-04-23,58,8,4,1373.73,273.09,India
992,2023-03-22,170,2,4,881.56,134.5,India
993,2023-06-10,73,2,2,881.56,7.08,India
994,2024-07-21,123,22,2,281.27,33.89,India
995,2024-04-16,9,22,1,281.27,36.19,India
996,2022-01-09,17,21,5,848.37,158.02,India
997,2023-08-19,166,18,5,1218.1,183.01,India
998,2024-03-14,89,21,2,848.37,36.6,India
999,2023-08-07,54,13,3,408.96,6.33,India
1000,2023-06-02,75,24,5,362.1,19.22,India
1001,2023-12-10,29,11,2,186.02,17.79,India
1002,2024-07-17,135,10,2,455.13,63.05,India
1003,2024-03-21,197,4,3,93.9,14.91,India
1004,2022-01-30,79,5,2,287.72,44.61,India
1005,2023-12-30,63,6,4,682.88,124.23,India
1006,2024-01-11,8,19,3,1293.17,94.23,India
1007,2022-04-17,48,13,2,408.96,5.92,India
1008,2024-06-01,78,14,2,1106.6,164.83,India
1009,2022-11-04,122,4,1,93.9,7.07,India
1010,2024-06-14,106,16,1,840.53,107.54,India
1011,2022-03-22,128,22,5,281.27,31.68,India
1012,2024-03-31,64,20,2,466.94,88.61,India
1013,2022-08-26,120,13,3,408.96,66.89,India
1014,2022-09-16,159,5,3,287.72,15.98,India
1015,2022-02-27,125,7,5,144.39,6.99,India
1016,2024-11-08,15,12,3,1060.53,88.99,India
1017,2024-01-18,36,15,2,1364.09,19.76,India
1018,2023-02-24,39,1,4,421.52,50.41,India
1019,2022-01-09,48,17,2,1187.13,32.53,India
1020,2024-12-11,120,14,3,1106.6,138.87,India
1021,2023-03-21,187,15,5,1364.09,26.32,India
1022,2022-02-21,123,19,3,1293.17,116.18,India
1023,2024-04-02,60,19,1,1293.17,45.47,India
1024,2022-09-05,186,5,1,287.72,33.81,India
1025,2022-07-12,42,24,4,362.1,27.92,India
1026,2022-09-11,11,11,5,186.02,24.72,India
1027,2023-05-04,121,13,1,408.96,70.99,India
1028,2024-12-16,161,21,4,848.37,159.15,India
1029,2022-04-09,186,20,4,466.94,31.75,India
1030,2024-04-21,89,2,5,881.56,84.98,India
1031,2022-04-15,116,14,1,1106.6,114.85,India
1032,2023-09-14,157,13,4,408.96,9.13,India
1033,2022-01-27,27,8,2,1373.73,230.48,India
1034,2024-11-04,199,20,3,466.94,4.99,India
1035,2024-03-03,82,3,5,892.57,65.08,India
1036,2023-05-16,101,2,3,881.56,168.43,India
1037,2022-06-16,112,19,3,1293.17,213.46,India
1038,2024-02-18,55,22,4,281.27,38.77,India
1039,2024-06-01,175,20,2,466.94,69.51,India
1040,2023-11-10,122,22,1,281.27,12.01,India
1041,2022-04-16,1,15,5,1364.09,224.3,India
1042,2024-12-20,36,6,5,682.88,46.87,India
1043,2024-03-11,5,22,5,281.27,6.02,India
1044,2024-04-26,155,12,5,1060.53,65.92,India
1045,2024-03-05,36,22,5,281.27,17.22,India
1046,2022-06-17,57,11,3,186.02,35.96,India
1047,2024-07-11,80,17,4,1187.13,132.25,India
1048,2023-09-18,174,16,4,840.53,11.6,India
1049,2022-12-24,172,10,2,455.13,35.8,India
1050,2023-08-02,87,3,4,892.57,100.13,India
1051,2024-08-02,182,20,4,466.94,0.49,India
1052,2024-07-15,171,23,3,1250.88,177.44,India
1053,2023-03-05,26,9,3,137.15,9.22,India
1054,2023-08-21,126,20,5,466.94,78.58,India
1055,2022-09-11,52,8,3,1373.73,129.41,India
1056,2024-12-20,38,23,4,1250.88,54.08,India
1057,2024-08-26,130,4,1,93.9,5.5,India
1058,2022-01-04,30,23,5,1250.88,181.3,India
1059,2024-03-05,59,12,5,1060.53,207.94,India
1060,2023-10-10,195,23,3,1250.88,38.27,India
1061,2024-01-19,186,3,1,892.57,21.11,India
1062,2024-06-02,93,3,3,892.57,120.89,India
1063,2024-10-24,157,2,2,881.56,142.29,India
1064,2024-04-01,61,13,2,408.96,3.55,India
1065,2023-02-18,118,24,5,362.1,65.91,India
1066,2024-10-22,44,17,4,1187.13,53.8,India
1067,2022-01-11,150,20,5,466.94,51.88,India
1068,2023-10-22,134,16,5,840.53,68.71,India
1069,2024-03-11,152,24,3,362.1,39.35,India
1070,2023-10-21,168,13,2,408.96,10.11,India
1071,2024-07-28,171,24,2,362.1,57.14,India
1072,2023-07-17,1,2,1,881.56,14.27,India
1073,2022-10-07,52,2,1,881.56,63.46,India
1074,2022-01-15,98,1,2,421.52,18.15,India
1075,2022-05-16,3,19,5,1293.17,225.41,India
1076,2024-04-11,135,23,3,1250.88,130.74,India
1077,2022-10-05,167,10,1,455.13,33.63,India
1078,2022-01-25,179,17,1,1187.13,130.24,India
1079,2024-02-25,171,24,5,362.1,7.05,India
1080,2022-11-20,47,17,4,1187.13,80.98,India
1081,2024-03-15,90,3,3,892.57,141.54,India
1082,2023-05-14,18,21,3,848.37,23.21,India
1083,2024-03-03,155,4,4,93.9,9.57,India
1084,2023-07-06,121,21,1,848.37,74.46,India
1085,2023-12-17,104,5,2,287.72,27.28,India
1086,2023-11-04,142,23,4,1250.88,72.66,India
1087,2023-04-16,192,10,2,455.13,43.44,India
1088,2022-10-19,176,24,3,362.1,43.73,India
1089,2022-12-19,171,10,1,455.13,20.75,India
1090,2022-12-08,6,19,5,1293.17,198.16,India
1091,2024-03-07,6,17,2,1187.13,133.84,India
1092,2024-12-01,185,17,5,1187.13,131.77,India
1093,2023-12-11,198,4,2,93.9,14.28,India
1094,2024-01-22,57,1,2,421.52,37.92,India
1095,2022-02-12,46,23,1,1250.88,73.03,India
